0,0,0.500061035
0,0,0.50012207
0,0,0.500183105
0,0,0.500244141
0,0,0.500305176
0,0,0.500366211
0,0,0.500427246
0,0,0.500488281
0,0,0.500549316
0,0,0.500610352
0,0,0.500671387
0,0,0.500732422
0,0,0.500793457
0,0,0.500854492
0,0,0.500915527
0,0,0.500976563
0,0,0.501037598
0,0,0.501098633
0,0,0.501159668
0,0,0.501220703
0,0,0.501281738
0,0,0.501342773
0,0,0.501403809
0,0,0.501464844
0,0,0.501525879
0,0,0.501586914
0,0,0.501647949
0,0,0.501708984
0,0,0.50177002
0,0,0.501831055
0,0,0.50189209
0,0,0.501953125
0,0,0.50201416
0,0,0.502075195
0,0,0.50213623
0,0,0.502197266
0,0,0.502258301
0,0,0.502319336
0,0,0.502380371
0,0,0.502441406
0,0,0.502502441
0,0,0.502563477
0,0,0.502624512
0,0,0.502685547
0,0,0.502746582
0,0,0.502807617
0,0,0.502868652
0,0,0.502929688
0,0,0.502990723
0,0,0.503051758
0,0,0.503112793
0,0,0.503173828
0,0,0.503234863
0,0,0.503295898
0,0,0.503356934
0,0,0.503417969
0,0,0.503479004
0,0,0.503540039
0,0,0.503601074
0,0,0.503662109
0,0,0.503723145
0,0,0.50378418
0,0,0.503845215
0,0,0.50390625
0,0,0.503967285
0,0,0.50402832
0,0,0.504089355
0,0,0.504150391
0,0,0.504211426
0,0,0.504272461
0,0,0.504333496
0,0,0.504394531
0,0,0.504455566
0,0,0.504516602
0,0,0.504577637
0,0,0.504638672
0,0,0.504699707
0,0,0.504760742
0,0,0.504821777
0,0,0.504882813
0,0,0.504943848
0,0,0.505004883
0,0,0.505065918
0,0,0.505126953
0,0,0.505187988
0,0,0.505249023
0,0,0.505310059
0,0,0.505371094
0,0,0.505432129
0,0,0.505493164
0,0,0.505554199
0,0,0.505615234
0,0,0.50567627
0,0,0.505737305
0,0,0.50579834
0,0,0.505859375
0,0,0.50592041
0,0,0.505981445
0,0,0.50604248
0,0,0.506103516
0,0,0.506164551
0,0,0.506225586
0,0,0.506286621
0,0,0.506347656
0,0,0.506408691
0,0,0.506469727
0,0,0.506530762
0,0,0.506591797
0,0,0.506652832
0,0,0.506713867
0,0,0.506774902
0,0,0.506835938
0,0,0.506896973
0,0,0.506958008
0,0,0.507019043
0,0,0.507080078
0,0,0.507141113
0,0,0.507202148
0,0,0.507263184
0,0,0.507324219
0,0,0.507385254
0,0,0.507446289
0,0,0.507507324
0,0,0.507568359
0,0,0.507629395
0,0,0.50769043
0,0,0.507751465
0,0,0.5078125
0,0,0.507873535
0,0,0.50793457
0,0,0.507995605
0,0,0.508056641
0,0,0.508117676
0,0,0.508178711
0,0,0.508239746
0,0,0.508300781
0,0,0.508361816
0,0,0.508422852
0,0,0.508483887
0,0,0.508544922
0,0,0.508605957
0,0,0.508666992
0,0,0.508728027
0,0,0.508789063
0,0,0.508850098
0,0,0.508911133
0,0,0.508972168
0,0,0.509033203
0,0,0.509094238
0,0,0.509155273
0,0,0.509216309
0,0,0.509277344
0,0,0.509338379
0,0,0.509399414
0,0,0.509460449
0,0,0.509521484
0,0,0.50958252
0,0,0.509643555
0,0,0.50970459
0,0,0.509765625
0,0,0.50982666
0,0,0.509887695
0,0,0.50994873
0,0,0.510009766
0,0,0.510070801
0,0,0.510131836
0,0,0.510192871
0,0,0.510253906
0,0,0.510314941
0,0,0.510375977
0,0,0.510437012
0,0,0.510498047
0,0,0.510559082
0,0,0.510620117
0,0,0.510681152
0,0,0.510742188
0,0,0.510803223
0,0,0.510864258
0,0,0.510925293
0,0,0.510986328
0,0,0.511047363
0,0,0.511108398
0,0,0.511169434
0,0,0.511230469
